system   D            wsystem.c:583  maybe_parent_dir                 [   0.00102] Also searching D:\compilator\OOP\kursova\smartchess1_copy\
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31676] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31679] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31680] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31707] added dtor for object 01F54F50, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.31864] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.31869] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31952] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31957] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31959] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31960] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31962] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31963] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31965] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31966] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.31968] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.31969] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.31971] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.31973] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.31974] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.31999] added dtor for object 01F577B0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32103] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32108] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32200] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32204] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32205] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32207] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32208] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32210] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32211] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32213] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32214] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32216] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32217] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32219] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32221] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32244] added dtor for object 01F5A010, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.32352] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.32358] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32460] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32464] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32466] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32467] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32469] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32470] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32472] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32473] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.32475] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.32476] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.32478] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.32480] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.32481] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.32507] added dtor for object 01F5C870, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33090] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33095] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33176] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33179] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33181] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33182] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33184] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33185] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33187] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33188] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33190] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33191] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33193] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33194] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33196] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33218] added dtor for object 01F5F190, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33335] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33340] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33422] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33425] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33427] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33428] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33430] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33431] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33433] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33434] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33436] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33438] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33439] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33441] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33443] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33468] added dtor for object 01F61B30, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33587] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33592] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33673] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33676] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33678] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33679] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33681] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33682] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33684] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33685] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33686] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33688] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33690] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33691] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33693] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33718] added dtor for object 01F64390, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.33835] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.33840] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33922] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33924] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33926] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33927] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33929] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33930] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33932] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33933] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.33935] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.33936] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.33938] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.33940] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.33941] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.33966] added dtor for object 01F66BF0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.34080] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.34086] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34168] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34171] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34173] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34174] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34176] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34177] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34179] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34180] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34182] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.34183] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.34185] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.34187] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.34189] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.34221] added dtor for object 01F69450, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.34809] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.34815] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34907] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34910] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34912] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34913] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34915] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34916] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34918] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34919] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.34921] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.34922] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.34924] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.34926] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.34927] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.34948] added dtor for object 01F6BCB0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.35070] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.35075] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.35113] added dtor for object 01F4E9C0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.35203] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.35210] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.35662] removed dtor for object 01F4E9C0
dtor     D               dtor.c:184  _al_register_destructor          [   0.35671] added dtor for object 01F4E9C0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.35744] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.35750] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.36223] removed dtor for object 01F4E9C0
dtor     D               dtor.c:184  _al_register_destructor          [   0.36228] added dtor for object 01F4E9C0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36377] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36382] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.36827] removed dtor for object 01F4E9C0
dtor     D               dtor.c:184  _al_register_destructor          [   0.36834] added dtor for object 01F4E9C0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.36906] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.36911] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.37390] removed dtor for object 01F4E9C0
dtor     D               dtor.c:184  _al_register_destructor          [   0.37395] added dtor for object 01F4EB38, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.37521] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.37527] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.38071] removed dtor for object 01F4EB38
dtor     D               dtor.c:184  _al_register_destructor          [   0.38079] added dtor for object 01F4EB38, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.38177] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.38183] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.38620] removed dtor for object 01F4EB38
dtor     D               dtor.c:184  _al_register_destructor          [   0.38625] added dtor for object 01F4EB38, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.38697] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.38703] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.39153] removed dtor for object 01F4EB38
dtor     D               dtor.c:184  _al_register_destructor          [   0.39159] added dtor for object 01F4EB38, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.39259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.39266] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.39724] removed dtor for object 01F4EB38
dtor     D               dtor.c:184  _al_register_destructor          [   0.39736] added dtor for object 01F4EE70, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.39811] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.39816] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.40244] removed dtor for object 01F4EE70
dtor     D               dtor.c:184  _al_register_destructor          [   0.40251] added dtor for object 01F4EE70, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.40321] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.40327] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.40776] removed dtor for object 01F4EE70
dtor     D               dtor.c:184  _al_register_destructor          [   0.40782] added dtor for object 01F4EE70, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.40847] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.40851] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.41294] removed dtor for object 01F4EE70
dtor     D               dtor.c:184  _al_register_destructor          [   0.41299] added dtor for object 01F4EEB0, func 0F1225BD
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.41437] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.41442] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [   0.41876] removed dtor for object 01F4EEB0
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42062] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42064] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42065] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42067] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42068] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42070] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42071] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42073] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.42074] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.42076] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.42077] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.42079] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.42081] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.42151] Glyph 47: 15x19 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.42517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.42522] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.42684] Glyph 82: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.43740] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.43745] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.43801] Glyph 70: 11x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44067] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44074] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.44140] Glyph 68: 14x14 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44975] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.45015] Glyph 79: 7x19 (8x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.45276] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.45282] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:406  cache_glyph                      [   0.45305] Glyph 3 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.45353] Glyph 42: 17x19 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.45620] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.45625] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.45698] Glyph 80: 20x14 (20x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.46109] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.46114] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.46169] Glyph 72: 13x15 (16x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.46448] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.46453] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.46513] Glyph 49: 18x19 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.46769] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.46774] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.46831] Glyph 87: 11x18 (12x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.47102] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.47107] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.47171] Glyph 43: 18x19 (20x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.47442] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.47447] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.47505] Glyph 83: 15x18 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.47768] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.47774] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.47840] Glyph 40: 14x19 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48118] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48123] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48174] Glyph 91: 12x14 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48429] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48434] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48481] Glyph 76: 8x19 (8x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48740] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48745] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49061] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49068] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49128] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49131] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49184] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49187] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.49275] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.49281] _al_d3d_sync_bitmap (video) ref count == 1
